Answers,Labels
@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,negative
@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,positive
"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!",positive
@VirginAmerica happy to spend the day together. Let's do this!,positive
@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,neutral
@VirginAmerica missed my flight. How does standby work?,neutral
.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps,positive
@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS,neutral
@VirginAmerica thank you! I absolutely will 😎,positive
@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD,negative
@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘,neutral
@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg,negative
"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW",negative
@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund,neutral
@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel,neutral
@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,negative
@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,negative
@VirginAmerica add DTW and I'm sold!,neutral
@VirginAmerica How about some free drinks on the flight back for the free promo?,positive
@VirginAmerica @SSal thanks!,positive
@VirginAmerica momma I made it! 😁😁😁,neutral
@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,neutral
@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,neutral
@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,neutral
"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.",negative
@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks,neutral
@VirginAmerica Thanks!,positive
@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel,positive
@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef,positive
@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?,negative
"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)",negative
"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd",neutral
"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd",neutral
@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥,negative
@VirginAmerica is my new go to airline,neutral
"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer",neutral
"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks.",positive
@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,positive
@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica,neutral
@VirginAmerica trying to check-in...but looks like your site is down?,negative
"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!",negative
@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,negative
"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!",positive
"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???",negative
@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3,negative
"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board",negative
"@VirginAmerica
wjere is our luggage #so slow at lax",negative
@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21,neutral
"@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well",negative
@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,negative
"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome",negative
@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo,neutral
@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa,neutral
"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf",positive
"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!",positive
@VirginAmerica i would like help with some flights please.,neutral
Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”,neutral
@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!,positive
@VirginAmerica ok! first time flying with you tonight :),positive
@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!,neutral
"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114",neutral
"@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",negative
@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.,negative
@VirginAmerica on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.,negative
@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉,positive
@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!,negative
@VirginAmerica delayed to10.30!!,negative
@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?,negative
"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by @skift",neutral
“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!,positive
@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys,positive
@VirginAmerica Comenity Bank is a joke!  Please change.  Nothing but constant problems with this bank,negative
"@VirginAmerica I just did, how can I DM? Do u have to also add me?",neutral
"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",positive
@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER,positive
"@VirginAmerica Anytime, sugafly.",neutral
@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!,positive
@VirginAmerica I need a receipt for a flight change. Can you send one?,neutral
"@VirginAmerica, I submitted a status match request a while back and still haven’t heard! I’m flying on Monday. Can you look / accelerate?",negative
@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd,positive
@VirginAmerica that doesn't look to fat to me! It looks yummy!,positive
"@VirginAmerica CEO says #Southwest &amp; #jetblue have strayed from low cost model.
http://t.co/96Sctomh29",neutral
@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6,neutral
@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/FVUdmh27pF @TheNationalUAE,neutral
@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE,neutral
@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE,neutral
@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️,positive
@VirginAmerica Your planes are really pretty. Just thought u should know that. :),positive
@VirginAmerica when are you flying to hawaii,neutral
@VirginAmerica I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer #help,negative
@VirginAmerica thank you,positive
@VirginAmerica Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!,negative
@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI,positive
@VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!,negative
@VirginAmerica I am in seat 4C and I cannot even open my laptop; and I paid extra for this seat!!,negative
.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…,neutral
"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!",positive
